pindex,year,project,pcindex,prod_company,country
2822812,2006,300 (2006),PC284739,Warner Bros. [us],us
2822812,2006,300 (2006),PC281412,Virtual Studios [us],us
2822812,2006,300 (2006),PC022385,Atmosphere Entertainment MM [us],us
2822818,2010,300 Killers (2010),PC046257,Carilliam Pictures [us],us
2822872,2007,3000 Miles (2007),PC124463,ICE Entertainment Group [gb],gb
2822872,2007,3000 Miles (2007),PC114367,Gumball 3000 Films [us],us
2822872,2007,3000 Miles (2007),PC004034,900 Films [us],us
2822872,2007,3000 Miles (2007),PC244730,Sonar Entertainment [us],us
2822874,2001,3000 Miles to Graceland (2001),PC002121,3000 Miles Productions [us],us
2822874,2001,3000 Miles to Graceland (2001),PC119896,Hiett Designs of Las Vegas [us],us
2822874,2001,3000 Miles to Graceland (2001),PC100658,Franchise Pictures [us],us
2822874,2001,3000 Miles to Graceland (2001),PC084851,Epsilon Motion Pictures [ch],ch
2822874,2001,3000 Miles to Graceland (2001),PC154380,Lightstone Entertainment [us],us
2822874,2001,3000 Miles to Graceland (2001),PC177297,Morgan Creek Productions [us],us
2822884,2014,300: Rise of an Empire (2014),PC151360,Legendary Entertainment [us],us
2822884,2014,300: Rise of an Empire (2014),PC186551,Nimar Studios [bg],bg
2822884,2014,300: Rise of an Empire (2014),PC063363,Cruel & Unusual Films [us],us
2822884,2014,300: Rise of an Empire (2014),PC121244,Hollywood Gang Productions [us],us
2822884,2014,300: Rise of an Empire (2014),PC022385,Atmosphere Entertainment MM [us],us
2822884,2014,300: Rise of an Empire (2014),PC284739,Warner Bros. [us],us
2822905,2008,305 (2008),PC121039,Holechek Pictures [us],us
2822935,2016,31 (2016),PC197933,PalmStar Media [us],us
2822935,2016,31 (2016),PC212071,Protagonist Pictures [gb],gb
2822935,2016,31 (2016),PC288735,Windy Hill Pictures [us],us
2822935,2016,31 (2016),PC037687,Bow and Arrow Entertainment [us],us
2822935,2016,31 (2016),PC246516,Spectacle Entertainment Group [us],us
2822935,2016,31 (2016),PC247310,Spookshow International [us],us
2823138,2011,35 and Ticking (2011),PC256005,Swirl Films [us],us
2823138,2011,35 and Ticking (2011),PC276519,UpToParr Productions LLC [us],us
2823218,2006,36 pasos (2006),PC225330,Roman Porno Eiga [es],es
2823218,2006,36 pasos (2006),PC200802,Paura Flics [ar],ar
2823218,2006,36 pasos (2006),PC059168,Condor Media [us],us
2823235,2011,360 (2011),PC078647,EDS Pictures [gb],gb
2823235,2011,360 (2011),PC075231,Dor Film Produktionsgesellschaft [at],at
2823235,2011,360 (2011),PC120433,Hindsight [gb],gb
2823235,2011,360 (2011),PC119405,Hero Entertainment [ca],ca
2823235,2011,360 (2011),PC111899,Gravity Entertainment [us],us
2823235,2011,360 (2011),PC092134,Fidélité Films [fr],fr
2823235,2011,360 (2011),PC189847,O2 Filmes [br],br
2823235,2011,360 (2011),PC190189,ORF Film/Fernseh-Abkommen [at],at
2823235,2011,360 (2011),PC222087,Revolution Films [gb],gb
2823235,2011,360 (2011),PC156370,Location Austria [at],at
2823235,2011,360 (2011),PC179698,Muse Productions [us],us
2823235,2011,360 (2011),PC280585,Vienna Film Financing Fund,
2823235,2011,360 (2011),PC287806,Wild Bunch [us],fr
2823235,2011,360 (2011),PC024931,BBC Films [gb],gb
2823235,2011,360 (2011),PC296816,Österreichisches Filminstitut [at],at
2823235,2011,360 (2011),PC273375,UK Film Council [gb],gb
2823235,2011,360 (2011),PC275073,Unison Films [us],us
2823320,2014,37 (2014/II),PC271834,Turning Point Pictures [us],us
2823320,2014,37 (2014/II),PC002299,37 Productions [us],us
2823320,2014,37 (2014/II),PC007250,Aarimax Films [us],us
2823321,2016,37 (2016),PC220764,Regner Grasten Film [dk],dk
2823321,2016,37 (2016),PC220764,Regner Grasten Film [dk],dk
2823321,2016,37 (2016),PC105331,Game 7 Films [us],us
2823321,2016,37 (2016),PC105331,Game 7 Films [us],us
2823405,2005,39 Pounds of Love (2005),PC119642,Hey Jude Productions [us],us
2823405,2005,39 Pounds of Love (2005),PC115105,HBO/Cinemax Documentary [us],us
2823405,2005,39 Pounds of Love (2005),PC208869,Priddy Brothers Entertainment [us],us
2823444,2007,3:10 to Yuma (2007),PC220978,Relativity Studios [us],us
2823444,2007,3:10 to Yuma (2007),PC155111,Lionsgate [us],us
2823444,2007,3:10 to Yuma (2007),PC292987,Yuma [us],us
2823444,2007,3:10 to Yuma (2007),PC269574,Tree Line Film [us],us
2823447,2014,3:13 Three Thirteen (2014),PC135145,Jaure Productions [us],us
2823449,1986,3:15 (1986),PC225387,Romax Productions [us],us
2823449,1986,3:15 (1986),PC286150,Wescom Productions,
2823615,2009,3rd Shift: Michael's Lament (2009),PC026881,Baker Street Productions [us],us
2823615,2009,3rd Shift: Michael's Lament (2009),PC020010,Arthaven Studios [us],us
2823615,2009,3rd Shift: Michael's Lament (2009),PC271758,Turmoil Films [us],us
2823616,2015,3rd Street Blackout (2015),PC037952,Brackets Creative [us],us
2823616,2015,3rd Street Blackout (2015),PC277820,Vaguely Qualified Productions [us],us
2823616,2015,3rd Street Blackout (2015),PC173512,Mina and Rudy [us],us
2823980,2002,40 Days and 40 Nights (2002),PC173407,Milo Productions [us],us
2823980,2002,40 Days and 40 Nights (2002),PC174464,Miramax [us],us
2823980,2002,40 Days and 40 Nights (2002),PC290041,Working Title Films [gb],gb
2823980,2002,40 Days and 40 Nights (2002),PC275663,Universal Pictures [us],us
2823980,2002,40 Days and 40 Nights (2002),PC253058,StudioCanal [fr],fr
2824112,2015,400 Days (2015),PC184301,New Artists Alliance [us],us
2824130,2009,400 Years of the Telescope (2009),PC130932,Interstellar Media Productions [us],us
2824184,2007,41 (2007),PC186001,Nicky's Counting Productions [us],us
2824184,2007,41 (2007),PC000119,*breaking branches pictures [us],us
2824211,2004,416 (2004),PC190440,Objectif 49 Films [us],us
2824233,2013,42 (2013),PC151360,Legendary Entertainment [us],us
2824233,2013,42 (2013),PC284739,Warner Bros. [us],us
2824398,2016,45 Jokes About My Dead Dad (2016),PC015795,Angry Buddha Films [us],us
2824398,2016,45 Jokes About My Dead Dad (2016),PC155764,Little Squid Productions [us],us
2824425,2009,45365 (2009),PC226032,"Ross Bros., The [us]",us
2824470,2013,47 Ronin (2013),PC178694,Moving Picture Company (MPC) [gb],gb
2824470,2013,47 Ronin (2013),PC172308,Mid Atlantic Films [hu],hu
2824470,2013,47 Ronin (2013),PC114976,H2F Entertainment [us],us
2824470,2013,47 Ronin (2013),PC251908,Stuber Productions [us],us
2824574,2013,49 172 (2013),PC044708,Camera [bg],bg
2824613,2007,4: Rise of the Silver Surfer (2007),PC059669,Constantin Film Produktion [de],de
2824613,2007,4: Rise of the Silver Surfer (2007),PC077654,Dune Entertainment [us],us
2824613,2007,4: Rise of the Silver Surfer (2007),PC129005,Ingenious Film Partners [gb],gb
2824613,2007,4: Rise of the Silver Surfer (2007),PC167153,Marvel Studios [us],us
2824613,2007,4: Rise of the Silver Surfer (2007),PC272062,Twentieth Century Fox Film Corporation [us],us
2824613,2007,4: Rise of the Silver Surfer (2007),PC030908,Bernd Eichinger Productions [de],de
2824613,2007,4: Rise of the Silver Surfer (2007),PC000751,1492 Pictures [us],us
2824638,2011,4:44 Last Day on Earth (2011),PC287806,Wild Bunch [us],fr
2824638,2011,4:44 Last Day on Earth (2011),PC191135,Off Hollywood Pictures [us],us
2824638,2011,4:44 Last Day on Earth (2011),PC103201,Funny Balloons [fr],fr
2824638,2011,4:44 Last Day on Earth (2011),PC089215,Fabula [cl],cl
2824638,2011,4:44 Last Day on Earth (2011),PC041006,Bullet Pictures [us],us
2824827,2005,5 Conversations (2005),PC095295,Films on Consignment [us],us
2824841,2011,5 Days of War (2011),PC107119,Georgia International Films [ge],ge
2824841,2011,5 Days of War (2011),PC073524,Dispictures [ge],ge
2824841,2011,5 Days of War (2011),PC222194,Rex Media [us],us
2824841,2011,5 Days of War (2011),PC172554,Midnight Sun Pictures [us],us
2824880,2014,5 Flights Up (2014),PC150089,Latitude Productions [us],us
2824880,2014,5 Flights Up (2014),PC149667,Lascaux Films [us],us
2824880,2014,5 Flights Up (2014),PC221953,Revelations Entertainment [us],us
2825065,2012,5 Shells (2012),PC170406,Melodramatic Eagle Productions [us],us
2825071,2013,5 Souls (2013),PC214442,Quorum Entertainment [us],us
2825071,2013,5 Souls (2013),PC267814,Tony-Seven Films [us],us
2825100,2014,5 to 7 (2014),PC175304,Mockingbird Pictures [us],us
2825100,2014,5 to 7 (2014),PC070340,Demarest Films [us],us
2825226,2004,50 First Dates (2004),PC057816,Columbia Pictures [us],us
2825226,2004,50 First Dates (2004),PC097869,Flower Films (II) [us],us
2825226,2004,50 First Dates (2004),PC116835,Happy Madison Productions [us],us
2825226,2004,50 First Dates (2004),PC016480,Anonymous Content [us],us
2825332,2014,50 to 1 (2014),PC220183,Reel Chefs Catering [us],us
2825332,2014,50 to 1 (2014),PC261915,Ten Furlongs [us],us
2825340,2004,50 Ways to Leave Your Lover (2004),PC068569,Davis Entertainment Filmworks [us],us
2825340,2004,50 Ways to Leave Your Lover (2004),PC165958,March 7th Productions Limited [us],us
2825397,2011,50/50 (2011),PC254038,Summit Entertainment [us],us
2825397,2011,50/50 (2011),PC206389,Point Grey Pictures [us],us
2825397,2011,50/50 (2011),PC165055,Mandate Pictures [us],us
2825413,2002,500 Dunam on the Moon (2002),PC215382,RLJ Productions [us],us
2825501,2005,51 Birch Street (2005),PC208869,Priddy Brothers Entertainment [us],us
2825501,2005,51 Birch Street (2005),PC060389,Copacetic Pictures,
2825501,2005,51 Birch Street (2005),PC115105,HBO/Cinemax Documentary [us],us
2825501,2005,51 Birch Street (2005),PC293205,ZDF Enterprises [de],de
2825565,1986,52 Pick-Up (1986),PC109503,Golan-Globus Productions [us],us
2825565,1986,52 Pick-Up (1986),PC045455,Cannon Group [us],us
2825603,1998,54 (1998),PC074595,Dollface,
2825603,1998,54 (1998),PC093671,FilmColony [us],us
2825603,1998,54 (1998),PC219962,Redeemable Features,
2825603,1998,54 (1998),PC174464,Miramax [us],us
2825620,2015,54: The Director's Cut (2015) {{SUSPENDED}},PC174464,Miramax [us],us
2825626,2013,55 and Older (2013),PC019162,Armstrong Filmworks [us],us
2825674,2015,57 (2015),PC137109,Jomae production [us],us
2825710,2012,59 Middle Lane (2012),PC092122,Fido Features [us],us
2825710,2012,59 Middle Lane (2012),PC273449,UNEAC Entertainment Group [us],us
2825744,2012,5am Phil (2012),PC217797,Raven Films [us],us
2825812,2013,5th Street (2013),PC003380,5th Street Films [us],us
2825812,2013,5th Street (2013),PC290752,Wyndotte Street Productions [us],us
2825853,2012,6 Bullets (2012),PC224836,Rodin Entertainment [vg],vg
2825853,2012,6 Bullets (2012),PC177862,Motion Picture Corporation of America (MPCA) [us],us
2825896,2012,6 Foot Rule (2012),PC112205,Great Tree Productions [us],us
2825942,2011,6 Month Rule (2011),PC249553,Steakhaus Productions [us],us
2825942,2011,6 Month Rule (2011),PC234536,Secret Identity Productions [us],us
2825946,2011,6 Nonsmokers (2011),PC283876,Wadjet Productions [us],us
2825946,2011,6 Nonsmokers (2011),PC003313,57 Pictures [us],us
2825946,2011,6 Nonsmokers (2011),PC110064,GoldenTiger Productions [us],us
2825946,2011,6 Nonsmokers (2011),PC132980,J65 Productions [us],us
2825946,2011,6 Nonsmokers (2011),PC079710,EastWest Films [us],us
2825946,2011,6 Nonsmokers (2011),PC055192,Ciscovaras Pictures [us],us
2825983,2010,6 Souls (2010),PC124805,IM Global [us],us
2825983,2010,6 Souls (2010),PC180853,NALA Films [us],us
2825983,2010,6 Souls (2010),PC162296,Macari/Edelstein [us],us
2825983,2010,6 Souls (2010),PC237443,Shelter Productions [us],us
2825996,2015,6 Ways to Die (2015),PC099375,Formula Features [us],us
2826004,2015,6 Years (2015),PC077723,Duplass Brothers Productions [us],us
2826004,2015,6 Years (2015),PC020485,Arts+Labor [us],us
2826134,2015,600 Millas (2015),PC158533,Lucia Films [mx],mx
2826192,2013,616: Paranormal Incident (2013),PC166764,Marquis Productions [us],us
2826527,2012,7 Below (2012),PC197933,PalmStar Media [us],us
2826527,2012,7 Below (2012),PC080911,Efish Entertainment [us],us
2826527,2012,7 Below (2012),PC028025,Barking Fish Entertainment [us],us
2826527,2012,7 Below (2012),PC282165,Vitamin A Films [us],us
2826527,2012,7 Below (2012),PC239969,Silver Moonlight Productions [us],us
2826544,2015,7 Chinese Brothers (2015),PC003900,8750 Films [us],us
2826544,2015,7 Chinese Brothers (2015),PC089822,Faliro House Productions [gr],gr
2826576,2015,7 Days in Syria (2015),PC062514,Creative Visions [us],us
2826576,2015,7 Days in Syria (2015),PC055051,Circle Content [us],us
2826576,2015,7 Days in Syria (2015),PC053539,Cinema Veritas [us],us
2826576,2015,7 Days in Syria (2015),PC011425,Aletheia Films [us],us
2826690,2014,7 Minutes (2014/II),PC287352,Whitewater Films [us],us
2826711,2006,7 More Days in the Tank (2006),PC122700,How About Now Video Productions [us],us
2826719,2011,7 Nights of Darkness (2011),PC207681,Post Industrial Pictures [us],us
2826832,2007,7-10 Split (2007),PC177422,Morningstar Films [us],us
2826832,2007,7-10 Split (2007),PC136846,John Sachar and Patrick Durham Films [us],us
2826832,2007,7-10 Split (2007),PC040559,Buckeye Productions [us],us
2827145,2013,7E (2013),PC001554,249 Productions [us],us
2827285,1997,8 Heads in a Duffel Bag (1997),PC217419,"Rank Organisation, The [gb]",gb
2827285,1997,8 Heads in a Duffel Bag (1997),PC194490,Orion Pictures [us],us
2827315,2002,8 Mile (2002),PC172934,Mikona Productions GmbH & Co. KG [de],de
2827315,2002,8 Mile (2002),PC126772,Imagine Films Entertainment [us],us
2827320,1986,8 Million Ways to Die (1986),PC210621,Producers Sales Organization (PSO) [us],us
2827354,2006,8 of Diamonds (2006),PC014247,American Stonehenge Films [us],us
2827372,1994,8 Seconds (1994),PC184739,New Line Cinema [us],us
2827372,1994,8 Seconds (1994),PC135826,Jersey Films [us],us
2827518,2015,808 (2015),PC022218,Atlantic Films [us],us
2827518,2015,808 (2015),PC292600,You Know Ltd. [gb],gb
2827518,2015,808 (2015),PC292598,You Know Films [us],us
2827573,1987,84 Charing Cross Road (1987),PC040025,Brooksfilms [us],us
2827573,1987,84 Charing Cross Road (1987),PC057816,Columbia Pictures [us],us
2827577,1989,84C MoPic (1989),PC049882,Charlie Mopic,
2827577,1989,84C MoPic (1989),PC263058,The Charlie Mopic Company,
2827644,2007,88 Minutes (2007),PC039142,Brightlight Pictures [ca],ca
2827644,2007,88 Minutes (2007),PC039981,Brooklyn Films [us],us
2827644,2007,88 Minutes (2007),PC083217,Emmett/Furla/Oasis Films (EFO Films) [us],us
2827644,2007,88 Minutes (2007),PC084943,Equity Pictures Medienfonds GmbH & Co. KG III [de],de
2827644,2007,88 Minutes (2007),PC090035,Family Room Entertainment [us],us
2827644,2007,88 Minutes (2007),PC173268,Millennium Films [us],us
2827681,2010,8: The Mormon Proposition (2010),PC068535,David v. Goliath Films [us],us
2827700,2011,8:46 (2011),PC099264,Forget Me Not Productions [us],us
2827718,1999,8MM (1999),PC108645,Global Entertainment Productions GmbH & Company Medien KG [de],de
2827718,1999,8MM (1999),PC120906,Hofflund/Polone [us],us
2827718,1999,8MM (1999),PC057816,Columbia Pictures [us],us
2827760,2009,9 (2009/I),PC098309,Focus Features [us],us
2827760,2009,9 (2009/I),PC220978,Relativity Studios [us],us
2827760,2009,9 (2009/I),PC017982,Arc Productions [ca],ca
2827760,2009,9 (2009/I),PC266184,Tim Burton Productions [us],us
2827760,2009,9 (2009/I),PC260921,Teen Cartoon Films [us],us
2827760,2009,9 (2009/I),PC249357,Starz Animation [us],us
2827944,2016,9/11 Inside the Pentagon (2016),PC156940,Lone Wolf Documentary Group [us],us
2828049,2015,90 Minutes in Heaven (2015),PC108276,Giving Films [us],us
2828049,2015,90 Minutes in Heaven (2015),PC083217,Emmett/Furla/Oasis Films (EFO Films) [us],us
2828136,2012,911: Ten Years After (2012),PC150356,Lautrec Legend Productions [us],us
2828209,2004,95 Miles to Go (2004),PC232985,Schmo-gun Productions [us],us
2828223,2013,95ers: Time Runners (2013),PC246057,Space Ace Media [us],us
2828231,2011,96 Minutes (2011),PC141393,Katonah Pictures [ca],ca
2828231,2011,96 Minutes (2011),PC202170,Perfect Weekend [us],us
2828231,2011,96 Minutes (2011),PC096493,First Point Entertainment [us],us
2828260,1988,976-EVIL (1988),PC122206,Horrorscope Productions [us],us
2828260,1988,976-EVIL (1988),PC054500,Cinetel Films [us],us
2828310,2014,99 Homes (2014),PC123754,Hyde Park Entertainment [us],us
2828310,2014,99 Homes (2014),PC126569,Imagenation Abu Dhabi FZ [ae],ae
2828310,2014,99 Homes (2014),PC188562,Noruz Films (I) [us],us
2828310,2014,99 Homes (2014),PC039539,Broad Green Pictures [us],us
2828346,2013,99%: The Occupy Wall Street Collaborative Film (2013),PC279239,Verisimilitude [us],us
2828346,2013,99%: The Occupy Wall Street Collaborative Film (2013),PC092162,Field Pictures [us],us
2828346,2013,99%: The Occupy Wall Street Collaborative Film (2013),PC107842,Gigantic Pictures [us],us
2828383,2007,9:04 AM (2007),PC004121,9:04 AM Productions [us],us
2828511,2010,@urFRENZ (2010),PC281425,Virtually Exposed Productions [us],us
2828603,2016,A 9/11 a Day (2016),PC291308,Xs in the Sky Films [us],us
2828800,2015,A Ballerina's Tale (2015),PC276824,Urban Romances [us],us
2828800,2015,A Ballerina's Tale (2015),PC185797,Nice Dissolve [us],us
2828800,2015,A Ballerina's Tale (2015),PC227076,Rumble Audio [us],us
2828812,2012,A Band Called Death (2012),PC203877,Picture Machine [us],us
2828812,2012,A Band Called Death (2012),PC117802,Haven Entertainment [us],us
2828812,2012,A Band Called Death (2012),PC117802,Haven Entertainment [us],us
2828986,2008,A Beautiful Life (2008),PC044416,Calla Productions [us],us
2828986,2008,A Beautiful Life (2008),PC184547,New Films International [us],us
2828986,2008,A Beautiful Life (2008),PC036278,Bob Holof Productions [us],us
2828997,2001,A Beautiful Mind (2001),PC275663,Universal Pictures [us],us
2828997,2001,A Beautiful Mind (2001),PC076619,DreamWorks [us],us
2828997,2001,A Beautiful Mind (2001),PC126772,Imagine Films Entertainment [us],us
