InvestorId,Investor_Name,successful_investments
100308-25,Euradius-Gruppe,1
100308-43,Coastal Enterprises,
10030-87,Houlihan Lokey,4
100308-79,Orchid Medical,
100309-24,Hedin Bil,
100310-32,Promise Healthcare,2
100310-68,Finergy,
10031-14,FD,
100311-76,IHI (US),
100312-12,Bitros Holdings,
100312-57,Thiel Fellowship,2
10031-32,Hertz,12
100313-20,Fastighetsbyrån Västra Göteborg,1
100313-38,Javelin Distribution,
10031-41,Madison Dearborn Partners,161
100314-10,VistaVu Solutions,
10031-50,Boss Group,2
100315-27,Outbox Enterprises,1
100315-36,Dundurn Press,
100315-81,Annie's Publishing,
100316-53,Paper Enterprises,
100316-62,Ghestem Centre,
100316-80,Southern Imperial,
100317-70,Covelo Machine & Tool Trade,
100317-79,Telair International,1
100318-15,Victaulic,
100318-69,Wensco of Michigan,
100318-78,Polo North Country Club,1
100319-05,LVS Luxembourg IV,3
100319-14,Raben Tire Company,
10031-95,SunTrust Robinson Humphrey,6
100320-22,cPrime (California),
10032-04,Arsenal Capital Partners,28
10032-13,The Marshall Retail Group,
100321-75,TEC International,
100322-65,Grupo Alimentario Argal,
100323-01,Clinica Tres Torres,
10032-31,ICV Partners,14
100323-10,EBN Banco de Negocios,4
100323-37,Resp-A-Care,
100323-55,Valve,
100324-45,Yiguo,1
100324-63,Tool Consulting & Management,2
100324-81,Almería,2
100325-35,Oerlikon Balzers Coating,1
10032-58,Wynnchurch Capital,36
100325-80,Huadian Energy Company,1
100325-89,Kartesis,
100326-07,Liaoning Energy Investment Group,1
100326-34,Exiger,
10032-67,Capstone Headwaters,6
100327-24,The INKUBATOR,
10032-76,Faegre Baker Daniels,
100327-60,Selectcom Finance,1
100327-78,CannonDesign,
100327-96,Velocity Indiana,6
100328-23,Britton Transport,
10032-85,BKD CPAs & Advisors,
100328-50,Cherub Fund,1
100328-86,Uniboard Canada,
100328-95,Bretagne-Online,
100329-22,Buena Holdings,
10032-94,BMO Capital Markets,22
100329-40,Enterprise Development Holdings,
100329-49,ELW Global,
100329-58,acs alpha creative solutions,
100329-76,Mauritius Telecom,1
100329-94,Cable & Wireless (Allnet),4
10033-03,Blue Point Capital Partners,49
100330-48,Power Gate,
100330-93,WatsonRice,
100331-02,Clevexel Pharma,
100331-11,FOLIATEAM,
10033-12,Crescent Capital Group,71
100331-47,The Reserves Network,
100332-01,Balfour Investors,1
100332-55,Rising Sun Systems,1
100332-64,Vynett,
10033-30,Celtic Pharmaceutical,5
100333-36,Dyson Group,4
100333-54,Frank Key Nottingham,
100333-90,Ward Thomas Group,
100333-99,Temple Group,
100334-17,Telecom-Express,
100334-26,TIGL Holdings,
100334-53,Guest Services,
100334-71,Bestcheer International,1
10033-57,Allco Finance Group,8
100335-88,The New York Blower Company,2
100336-51,Herring Group,
10033-66,Bridgepoint,200
100336-78,MOKO Oil Field Consulting,
100338-31,Future Capital Discovery Fund,2
10033-84,Selig Sealing Products,
100339-12,Or Shely,1
100339-75,Hancock & Moore,1
10034-02,Brazos Private Equity Partners,29
100342-00,SDI Group,
100342-45,Johnson Insurance Services,
100342-81,Veritas Investments,1
10034-29,LifeCare Health Partners,2
100342-99,Hunters Solicitors,
100343-35,Periscope Holdings,
10034-38,Thompson Street Capital Partners,29
100344-07,Hojiblanca,
100344-34,Metova,
100344-43,Doff Portland,
100344-70,SiliconCloud,
100344-88,Brion Duvernay Gas Partnership,
100344-97,OL International Holdings,
100345-42,Plantation Boat Mart & Marina,
10034-56,Goodwin,2
100345-87,MetroGistics,
10034-65,WordWave,1
100346-86,Warwick Estates,
100347-22,Pinnaca,
10034-74,Merrill Corporation,4
100347-76,Ekspospetsmash,1
100348-03,Engineering Seismology Group,
100348-21,Omaha Capital,1
100349-29,Trucking Unlimited,
100349-83,FX Primus,
10035-19,InterGen (Power Generation),4
100352-80,World Fund,
10035-37,GTCR,284
100353-79,The National Gas Company of Trinidad and Tobago,
100353-88,Qubicon,
10035-46,Hellman & Friedman,91
100354-78,Fasticon,
100355-50,Resonance Consultancy,
10035-64,Intel,69
100356-67,Paris Bio-Tech,1
100357-12,Two Small Fish Ventures,4
100357-93,CMLS Financial,
10035-82,Vandemoortele,3
100358-56,Uphold,
100358-83,Lafarge Cementos Ecuador,
100359-01,Alpen High Performance Products,
100359-28,Stoneway Electric Supply Company,
100360-09,Union Andina de Cementos,
100360-45,Lazard Carnegie Wylie,2
100360-99,Fred Holmberg & Co,1
100361-08,Biesterfeld Plastic,
100361-44,HUBER Packaging Group,1
100361-62,Kitcatt Nohr Alexander Shaw,1
100361-71,Edtrin,
100362-25,Rebell Wrap,
100362-61,Suzhou Industrial Park Biotech Development,
10036-27,RAF Industries,12
100363-24,Sprague Canadian Properties,1
10036-36,Merlin Entertainments Group,1
100363-60,Topaz,1
100364-05,Gratterpalm,
100364-14,Union Advertising Canada,
100364-68,Sinai Health System,
100364-77,Viking Telecom Services,1
100364-95,SAF Tehnika,1
100365-22,Sivers IMA Holding,
10036-63,Montana Silversmiths,1
100366-93,AURYN Mining Chile,
100367-20,CellTrust,1
100367-56,Fox Head,
10036-81,JP Morgan Cazenove,1
100368-19,Kingdom Games,
100368-55,Hyundai Motor Company Australia,
10036-90,Catterton Partners,5
100369-00,Indian Oil Corporation,6
100369-09,Kina Petroleum,1
10036-99,Lazard,26
100370-44,Portofino Resources,
100370-71,The San Francisco 49ers,
100370-80,Yang Ventures,3
100370-89,Symmetry Surgical,
10037-17,aPriori Capital Partners,156
100371-79,Codyeco,
100372-24,China Fortune Holdings Limited,
100372-69,Lionchase Holdings,2
10037-35,Bank of America Merrill Lynch,140
10037-44,The Madison Companies,3
100374-58,National Catastrophe Adjusters,
100374-67,Allegra Marketing,
100374-94,Legacy Group Lighting,
100375-12,In'Tech Industries,
100375-21,Vista Technologies,1
10037-53,Beacon Roofing Supply,
100375-39,Pasal Real Estate Development,1
100376-02,Emerald Plantation Holdings,2
10037-62,Advanstar Communications,4
100376-29,Salzburger Aluminium,3
100376-47,Comdata Group,
100377-01,UNS Electric,
100377-28,Easthampton Savings Bank,
10037-80,BV Investment Partners,63
100378-00,TM Software,2
100378-18,Twin Express,
100378-36,Global Secure Networks,
100378-81,RTP Company,
10037-89,Polypipe Group,2
100379-08,Stichting Belangenbehartiging CHI,
100379-26,Smart Toys and Games,
10037-98,IMI,5
10038-07,MetroCast Communications,2
100380-88,Moravia Steel,1
100381-15,"Argy, Wiltse & Robinson",
100381-24,AstraZeneca Canada,
100381-33,Tecla Company,
10038-16,The GSI Group,
100381-78,OTC Groupe Onepoint,1
100382-23,Optovaya Elektricheskaya Kompaniya,
10038-25,F+W Media,6
100382-95,Lockwood Broadcasting,1
100383-13,SmartFinancial,
10038-34,Castanea Partners,12
100383-67,WorldVetting,
100384-03,Svobodny Sokol,
100384-21,Curiosity Associates,
10038-43,Metals USA,5
100384-39,Gift Cards India,
100384-48,Ububele Holdings,
100384-66,MTAB Transport & Spedition,
100384-75,Roxy-Pacific Holdings,
10038-52,Castle Harlan,60
100385-56,Siberian-Urals Energy Co,
100386-37,Ace Lithographers,
100387-27,Sylogent,
100387-45,UMPO,
10038-79,Jefferies Group,20
100388-71,Pricol,4
10038-88,Hughes Network Systems,2
100390-60,Holcla,
100390-87,Exus Management Partners,
100391-23,Pelidona Services,1
100391-32,Lovita Investments,1
100391-50,Wellforce,
100391-68,Mobile Heights Business Center,5
10039-24,"Morgan, Lewis & Bockius",
100392-40,Klirendo Services,
100392-85,The Plateau Group,
100393-39,Axelliance Groupe,
100393-48,BluVision,
100393-57,Admiral Life Insurance Company of America,
100393-66,Auxitec Ingenierie,
100394-11,The Orthopaedic Group,
100394-92,AUXEL,1
10039-51,Providence Equity Partners,200
100396-45,Al Tala'a International Transportation Co.,1
100396-54,Jovory Special Opportunity Fund Spc,
100396-72,Laboratorios LETI,
100397-53,Retail Holding,1
100397-62,Samherji,1
100398-07,Euro Asian Equities,
100398-70,DCW Casing,
100398-79,ALICE,
100399-42,Rocket Group,
100399-51,Uranium Enrichment Center,
100399-78,Kempinski,3
100400-14,BEJOT vins & terroirs,
100400-32,Bahnbau Wels,
10040-05,"Clayton, Dubilier & Rice",103
100400-50,Asklepios Kliniken,
100400-77,Dr Broermann Hotels & Residences,
100400-86,Chelyabinskiy Gorodskoy Molochnyi Kombinat,
100401-49,Lease Protect France,
100402-57,Syrius 2013 TOV,1
10040-32,Gardere Wynne Sewell,
100403-29,TechnoPro,
100403-92,Gebr. Bellmer,
100404-01,Citoxlab,
10040-41,Blackhill Partners,
100404-10,Dar Finance,
100404-55,Battery Minerals,2
100404-91,Eddisons Commercial,
100405-09,Vaahto Group,2
100405-81,GNYHA Ventures,3
100406-08,Virginia Electronic Components,
100406-17,Bernadet,
100406-26,QLS Logistic Services,
100406-62,Famous Clothes,2
10040-68,White & Case,
100407-70,Docuworld Group,
100408-24,Harcourts,2
100408-51,KUKA Systems Group,
100408-78,Harcourts Pacific Realty,
100409-14,Rollecate,
100409-41,Funecap Topco,
10040-95,Driven Brands,1
100409-50,Pipitone Group,
100410-67,Man Coed,
100410-76,Aksa Elektrik Perakende Satis,1
100411-03,Turkerler Insaat Turizm Madencilik Enerji Retim Ticaret Ve,
100411-12,EWGA,
100411-30,Apple Federal Credit Union,
100411-39,Groupe Joncoux,
100411-48,ICTV Hellas,
100411-57,Novaltia Sociedad Cooperativa,
100411-75,FBC Mortgage,
100411-84,HOFOR,
100411-93,Köhler Woodcap,
100412-02,Arie Romijn,
10041-22,National Vision,
100412-20,Christaud,
100412-56,Valbo Trä,
100412-74,Jim Norton Chevloret,
100413-01,Hitmetal,
100413-46,University of Southern California,
100413-55,Vero Screening,
100413-73,Herimor Holdings,
100414-00,GP JOULE,5
100414-63,Sberbank Investments,
10041-49,Brown Gibbons Lang & Company,2
100415-26,Sierra-Cedar,
100415-35,4M Building Solutions,
10041-58,Allied Capital,118
100416-61,Hire Dynamics,2
10041-67,Network Communications,7
100416-97,Oakridge Global Energy Solutions,1
100417-15,CONSOL Coal Resources,1
100417-33,ITC Systems,
10041-76,Thermal Solutions,2
10041-85,Court Square Capital Partners,256
100418-95,Samphire Capital,1
100419-22,Caldic,2
10041-94,Bunker Hill Capital,8
100419-94,Denka Performance Elastomer,
100420-39,Amerector,
100420-84,First Community Management,
100421-02,Neusoft Holdings,
100421-11,FNR Healthcare Group,
100421-20,Acadian Seaplants,
100421-56,MySMARTblog,
100421-74,Identco,
10042-21,Peterson Partners,90
100422-19,Lifespace Communities,
100422-73,Oaktree Specialty Lending,17
100422-91,SeeLevel HX,
10042-30,TimePlus Payroll,
100423-27,Smit Lamnalco Netherlands,
100423-63,Terra Food,
100424-44,Multipolar Technology,
10042-48,Transamerican Auto Parts,
10042-57,North Cove Partners,61
10042-66,Gallarus Media Holdings,1
100426-96,Emka Technologies,
100427-32,Finatan,1
100427-41,Henry Ford Health System,1
100427-77,Eras Ingenierie,
10042-84,PNC,10
100429-39,Estimprim Groupe,
100429-57,Eurotab,
100430-56,The Flash group,2
100431-28,Willis Risk Services,
100431-64,Groupe Mecanique Decoupage,
100432-18,Salinas Energy,
10043-29,Woodstream,1
100433-08,Tissages Denantes,
100433-62,IntegraSys,
10043-38,BancBoston Capital,73
100434-61,Grants4Apps,3
10043-47,Lehman Brothers,183
100434-88,Imprimerie Jean-Bernard,
100435-51,Groupe JBT,
100436-59,China Investment Securities Company,1
100437-13,Ivanhoe Italia,
10043-74,The Hale Group,2
100437-40,Copia Capital,1
10043-83,The Goldman Sachs Group,561
100438-93,Huge Spread,
10043-92,Brockway Moran & Partners,27
100439-92,Big Tuna's Ventures,1
10044-01,Freeport Financial Partners,
100440-10,Avtopribor,1
100440-55,Environmental Control Services,
10044-10,Wells Fargo Advisors,6
100441-00,B&O Stammhaus,1
100441-63,Eleco Software,
100441-81,Logan Industries International,
10044-19,Four Wheel Drive Hardware,1
10044-28,TM Capital,
100442-80,Sertip-Sami,
100443-61,Wäst-Bygg Gruppen,1
10044-37,Kilpatrick Townsend & Stockton,
100443-70,Medpool,1
100444-24,Novatim,
100444-96,Statice,
10044-55,Randa Accessories,
100446-76,Great Southern Travel,
100447-39,Samena Resources,1
100447-84,KnownHost,
100448-29,Pfaudler,
100449-10,ThyssenKrupp Aerospace,
100450-18,WG Wearne,1
100450-27,Bangchak Petroleum,1
100450-54,TenPoint Crossbow Technologies,
100451-53,Propertize,2
10045-18,GoldPoint Partners,44
100452-61,United Waste Systems,
10045-27,VSS,105
100452-70,Lisi Group (Holdings),
100453-33,WTS International,
10045-36,Centerbridge Partners,44
100454-59,ACE Farming,
100455-04,China Fortune Investments (Holdings),1
100455-58,Forefront Innovation,
100456-39,JSB Group,
10045-72,Evercore Group,43
10045-81,Morgan Stanley,169
100458-37,Innochips Technology,
100458-55,Morera & Vallejo Industrial,
100458-64,Total Deutschland,1
100458-73,Longyuan International,1
10045-90,Stephens,37
100459-36,Infinias,
100459-99,MKS Group,1
100460-44,Y.C.C. Parts,
100461-52,Graham Engineering,
100462-06,Imer France,
100462-24,Connells Group,3
10046-26,Spectrum Equity,111
100462-96,Avex Digital,1
100464-22,China General Nuclear Power,
100464-85,North Base Media,2
100464-94,Tablecraft Products,
100465-03,Brand Building Ventures,1
100465-12,Unique Goals International,1
10046-53,Rothschild & Co,42
100465-48,Nassco (packaging),
100465-66,Westlake Services,
100465-75,Trading Central,
100465-93,Pauli-Harbour Insurance Services,
100466-20,560050 Alberta,3
100466-38,376348 Alberta,3
100466-74,Astaka Holdings (acquired in 2015),1
100466-83,High Arctic Energy Services,1
100466-92,Career Partners International,
100467-01,EIG Euroinvestor,
10046-71,Jones Walker,
100467-55,Coors Credit Union,
10046-80,Bain Capital,439
100468-36,GlenKeir Whiskies,
100468-54,GMR Hyderabad International Airport,
100468-63,UNIONEN,1
100468-72,Malaysia Aerospace Engineering,1
10046-89,Guitar Center,
100469-08,Pan Ocean Container Supplies Company,
100469-17,Infinity Asset Solutions,
100470-79,Chemelot Ventures,9
100472-41,Indowind Energy,
10047-25,Deutsche Bank Securities,10
100472-68,GoTech Group,1
100473-31,Yuan-jin Capital,
10047-34,DLA Piper,5
100473-49,Sino Strategy Group,
100473-58,Lionsgold,
100474-03,Landmark Vineyards,
100475-02,Cloverleaf Cold Storage,
100476-19,Si14,
100476-37,Canada Diagnostic Centres,
100476-55,Beter Bed,
100476-73,Huneeus Vintners,1
100477-09,Insign,
100477-36,Nutrisens,
100477-81,Diageo Chateau & Estate Wines,1
100477-90,Purple Wine + Spirits,1
100478-08,Hong Leong Holdings,1
100478-71,Acumen Logistics Group,
10047-88,Pool,2
100478-80,eSchoolView,
100478-98,Kreata Global Digital Media Service,
100479-16,The O'Neal Company,
100479-25,Prescient Innovations I,
100479-79,Americhem,
100480-69,Protomo Jyväskylä,1
100480-78,Goodwill International (Holdings),
100480-96,lichtbasis,
100481-14,Topworld Alliance,
100481-41,Mittera Group,
10048-15,The Carlyle Group,866
100481-50,Golden River Associates,
100482-04,Heartbell,
10048-33,Saban Capital Group,18
100484-02,Würth Solar,2
10048-42,Arkin Communications,1
100485-10,Güdel,
100485-19,Syntech Research,
100485-46,Libertas Technologies,
100485-55,Blacktower Financial Management,
100485-82,Global Castle Holdings,
100487-35,Central YMCA Trading,
100487-62,Yuchai/Asimco Components,1
100487-89,First Continental,
100488-52,ACG Education,
10048-87,LGT European Capital,77
100488-79,Assure Law,
100489-42,The EDM Network,
10048-96,Accume Partners,
100489-69,Tezzaron Semiconductor,1
100489-78,Global Capital & Financial,
100490-05,Ernest Packaging Solutions,
100490-23,Triskalia,1
100490-50,Tailored Label Products,
100490-68,Workwise,
100491-04,Electri-Flex,
10049-14,Baird Capital,152
100491-67,Federal Agency for State Property Manageement,3
100491-76,Severnyi Alyans,
100492-03,Cooperative Dauphinoise,
100492-12,Gyma,2
100492-21,Boralex Europe,
10049-23,Bank Leumi le-Israel,23
100492-66,Limburgs Energie Fonds,1
100492-75,Cassa di Risparmio di Ravenna,1
100493-02,Peninsula Energy,
100493-29,QTrade International,
100493-74,RTK-Leasing,1
100494-01,France Frais,
10049-41,Bank Hapoalim,13
100494-37,Oettinger Davidoff Group,3
100494-46,Local Food Lab,1
100494-55,Ch. Margot & Cie,
100494-82,The Norac Group,
10049-50,CI Capital Partners,24
100495-81,Maritime Bank,1
10049-59,AGY Holding,2
100496-44,Cordier Mestrezat Grands Crus,1
10049-68,Kohlberg & Company,84
100497-16,New Zealand Steel,1
100497-34,Strack & Van Til Super Market,
100497-52,Graymont,1
100497-88,Monrif Net,1
100498-24,Chem-Trend,
100498-33,Magellan Jets,
100498-69,Pacolet Milliken Enterprises,
100498-96,ancotech Holding,
10049-95,Parmalat,10
100499-50,Atlantax Systems,
100499-95,National Highway Traffic Safety Administration,
100500-22,Griffin Greenhouse,
10050-04,Harbour Group,64
100500-58,Marduk Solution,
100501-48,Bauservice Fuhs,
100501-57,Able Aerospace Services,
10050-22,Sisram Medical,
100502-65,Nytida,
10050-31,TA Associates Management,346
100503-10,Something Digital,2
100503-55,Dugivers,
100504-00,Eidsiva Bioenergi,
100504-09,Elverum Energi,1
100504-18,US Hotel & Resort Management,
100504-27,Schön Holding,
100504-54,UniCredit Business Integrated Solutions,
10050-49,Francisco Partners,86
100504-99,Johanniter,1
100505-17,One Three Television,
100505-44,One World Cannabis,
100505-80,WiseWay Foods,1
100506-07,Geek Camp,4
100506-52,Hantian Labs,
100506-88,Carbolite-Gero,
100507-33,Virtual Phone,1
10050-76,Lake Capital,32
100507-78,Dansk Supermarked Group,1
100507-96,PDJ Bidco,
100508-23,HemoGenyx,
100509-13,Cogas,
10050-94,SPS Technologies,3
100511-29,Interaction Ventures,
100511-83,Ciloger,
10051-21,TPG Capital,386
